LONGITUDE;LATITUDE
6.62998733813747;45.1093269281999
6.62700499319295;45.1026008187292
6.64424919661863;45.0854080921358
6.64734647896415;45.0751574507109
6.66050811160765;45.0702278123845
6.66241747518553;45.0669471719192
6.66169761081603;45.0528465652
6.66821490122261;45.0434471483815
6.66598575880518;45.0331009270502
6.67226908986404;45.0234745795463
6.67573663766171;45.0209264125871
6.72559105850992;45.0208725346921
6.73948325329271;45.0168910279322
6.75032273511088;44.9977230739731
6.73736341987068;44.9927600713479
6.73785170565041;44.9892282689679
6.7464251185879;44.9861814874375
6.76422939959939;44.9664796223138
6.76271481908417;44.9562190299587
6.74899461544227;44.9378620028109
6.75784475608558;44.9350932024313
6.75029886755372;44.9228371628634
6.75046210143654;44.908968594898
6.75101692046023;44.9055066312314
6.77426968516786;44.9014195525457
6.78478524968713;44.8896049895474
6.7993052263727;44.8888745603425
6.80727392171126;44.8764417402306
6.8397175785913;44.8607301061186
6.8537113676477;44.8574324679615
6.86481479298745;44.8506461297231
6.87927038776122;44.8500513398269
6.88338139733372;44.8481136451886
6.91182760207413;44.8453651761857
6.92746643747403;44.8586226487248
6.93578240527402;44.8611765054951
6.97028858117893;44.847452434198
7.00333464328086;44.8403056134419
7.01060496558652;44.8273228514714
7.02087605901264;44.8209198050605
7.01927683858526;44.8139732102342
7.00250569894218;44.792430795274
6.99939784095553;44.7896763408276
7.01142637331855;44.7836793532541
7.02341953585687;44.7682077033802
7.02239765999933;44.7507471770953
7.03078278726592;44.7306007588605
7.04260324414691;44.7192888044219
7.06478018757711;44.7117602856954
7.07600344996852;44.68467236587
7.07444544591527;44.6813041514068
7.06480669064605;44.6801083483083
7.02877695471752;44.6911265728833
7.00021639142954;44.6893417277871
6.9954154322917;44.6902454341983
6.9862319664536;44.6883322390489
6.96794027795286;44.6774788828326
6.96318383183076;44.6781091831208
6.95826822560989;44.6723449520695
6.95756598786434;44.6623554449285
6.95062615986272;44.657772156168
6.94833509140486;44.6548162991468
6.9537843762324;44.6378194391499
6.96717700840153;44.6229080000804
6.95400367464725;44.6195403606347
6.93862169273383;44.602062311474
6.93057660396858;44.5746229565866
6.91822223344581;44.5688699030416
6.90783864001445;44.5573132685359
6.87920168122716;44.5518792070842
6.86994807315733;44.5393604031263
6.85521448906362;44.530295425337
6.85981707028102;44.5058444469617
6.86133724451354;44.502474452503
6.86776069601217;44.4932904049701
6.87102607066436;44.4907783333159
6.87547689939603;44.4892159076558
6.87945793052185;44.4793508615668
6.90424543545812;44.4678760928092
6.91340365502069;44.4514538475168
6.93645306996673;44.438230428494
6.94129871561241;44.4292422727955
6.92768360427846;44.4249969631709
6.91291984634092;44.4246574259964
6.89904794741558;44.4208324188196
6.8953918769054;44.4185103621033
6.89416307613193;44.4150929265843
6.89594267520776;44.3726612436772
6.88704531955519;44.3645943404943
6.88743051837601;44.3610568287277
6.90644846012795;44.3575710012235
6.91880716677865;44.3519129508713
6.92916267940884;44.3324455464336
6.95720955262598;44.312792033486
6.96088217817602;44.2958420272911
6.97369612185179;44.2860240557324
6.99183793039062;44.2813825334396
6.99589111982555;44.2749892765871
6.99810779432839;44.2503939872431
7.0070129528627;44.237830023247
7.01460515367361;44.233334596983
7.01926309391776;44.2321997220604
7.02387665119052;44.2334456329334
7.03888607300362;44.2248818118252
7.07644256790966;44.231757727258
7.09570393184581;44.2212611942258
7.11844971443307;44.2146682070913
7.14189573877137;44.2017706282521
7.16027822180132;44.2057257197724
7.17732143314444;44.1991109319713
7.18702887999029;44.2002639958725
7.1931705354463;44.1906281685959
7.19361110584548;44.1870960364334
7.20264308396543;44.1847311411003
7.22123785150292;44.1691442022838
7.23396156964682;44.1728447802429
7.24227837441611;44.1708466359084
7.24991086118573;44.1580398293396
7.25782432675556;44.1540369733171
7.2627820717488;44.1480303125102
7.28432980991953;44.142096940393
7.29296898251726;44.1449406427922
7.34094007845817;44.1451145141978
7.35897958532828;44.1170578521897
7.36871576197473;44.117075467416
7.38156213756971;44.122051914157
7.38589189045758;44.1236724528519
7.411486255703;44.1190295137356
7.42228973172069;44.1126530851607
7.42694938826654;44.1128794460913
7.42646835908894;44.1198762350006
7.43278837554223;44.129347457953
7.46212248868949;44.1273898961565
7.5010207175088;44.1422237184569
